,date,tic,open,high,low,adjcp,volume,macd,rsi_30,cci_30,dx_30,vix,turbulence
0,20081231,AAPL,3.070357084274292,3.133570909500122,3.0478570461273193,2.610107660293579,607541200,0.0,100.0,66.66666666666667,100.0,40.0,0.0
1,20081231,AXP,17.969999313354492,18.75,17.90999984741211,14.950783729553223,9625600,0.0,100.0,66.66666666666667,100.0,40.0,0.0
2,20090102,AAPL,3.067142963409424,3.2514290809631348,3.041429042816162,2.7752461433410645,746015200,0.00370503006837275,100.0,66.66666666666667,100.0,39.189998626708984,0.0
3,20090102,AXP,18.56999969482422,19.520000457763672,18.399999618530273,15.579442024230957,10955700,0.014104513021614196,100.0,66.66666666666667,100.0,39.189998626708984,0.0
4,20090105,AAPL,3.327500104904175,3.434999942779541,3.3110709190368652,2.8923723697662354,1181608400,0.008353020979797066,100.0,100.00000000000028,100.0,39.08000183105469,0.0
5,20090105,AXP,19.200000762939453,20.239999771118164,19.0,16.07914161682129,16019200,0.033467603615536134,100.0,98.76792862440752,100.0,39.08000183105469,0.0
6,20090106,AAPL,3.426785945892334,3.4703569412231445,3.299643039703369,2.844665765762329,1289310400,0.008539878259779865,84.86664190787802,64.3915309424333,100.0,38.560001373291016,0.0
7,20090106,AXP,20.299999237060547,21.3799991607666,20.010000228881836,16.98183250427246,13820200,0.07404542148422699,100.0,114.10139142074641,100.0,38.560001373291016,0.0
8,20090107,AAPL,3.2789289951324463,3.3035709857940674,3.2235710620880127,2.7831971645355225,753048800,0.006015650669112471,70.6214030664337,6.041376915299016,58.46275569810049,43.38999938964844,0.0
9,20090107,AXP,20.530000686645508,20.719999313354492,19.829999923706055,16.266469955444336,15699900,0.0660700360878046,72.72492210764327,54.92790121117095,85.63972898559562,43.38999938964844,0.0
10,20090108,AAPL,3.2296431064605713,3.3267860412597656,3.2157139778137207,2.8348796367645264,673500800,0.0065951461013114,74.36417393014374,20.87779281224605,61.09838331957646,42.560001373291016,0.0
11,20090108,AXP,19.799999237060547,20.170000076293945,19.399999618530273,16.290855407714844,12255100,0.0610765870631127,72.98476012826171,22.830334833351053,56.875822132775056,42.560001373291016,0.0
12,20090109,AAPL,3.3289289474487305,3.3350000381469727,3.2192859649658203,2.770047426223755,546845600,0.003916174683325835,63.81422213093274,6.490226488522214,62.010106403623986,42.81999969482422,0.0
13,20090109,AXP,20.15999984741211,20.299999237060547,19.170000076293945,15.6323881149292,12592200,0.026992538640335795,57.64482077304964,-5.271188341537398,44.108806959525225,42.81999969482422,0.0
14,20090112,AAPL,3.2307140827178955,3.249643087387085,3.12678599357605,2.711332321166992,617716400,-0.0007356039362926836,56.32753425986851,-57.0650489437733,26.36032985506501,45.84000015258789,0.0
15,20090112,AXP,19.010000228881836,19.43000030517578,18.549999237060547,15.307225227355957,12252600,-0.0117605510208314,52.05562707288962,-69.0275674916229,16.73355765548438,45.84000015258789,0.0
